Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Upper middle income,UMC,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,94.0164337158203,94.3411026000977,94.625129699707,94.9063262939453,95.186882019043,95.5090713500977,95.7136764526367,97.3705215454102,97.4760818481445,97.5827178955078,97.6716384887695,97.7682113647461,97.9053726196289,98.1591567993164,98.2714233398438,98.3701477050781,98.2338104248047,98.4533386230469,98.7707824707031,98.4691314697266,98.4503707885742,98.4294509887695,98.9215927124023,98.8766326904297,99.1510009765625,98.5493698120117,99.2228775024414,99.2001495361328,98.4830093383789,98.5179977416992,98.5533294677734
Uruguay,URY,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,98.5802383422852,..,..,..,..,..,..,..,..,..,98.712516784668,98.7591400146484,98.9681396484375,98.8614807128906,98.7841873168945,98.8622207641602,98.9552536010742,98.9297637939453,98.8388900756836,98.9275970458984,99.152473449707,98.9326019287109,98.8802719116211,99.0206527709961,..
Uzbekistan,UZB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,99.8743515014648,..,..,..,..,..,..,..,..,..,..,..,..,99.9999313354492,99.9999618530273,99.9999618530273,99.9999313354492,..,99.9999389648438,99.9999237060547,..
Vanuatu,VUT,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,86.0999984741211,..,..,..,..,..,..,..,..,..,91.8000030517578,..,..,..,..,..,..,..,..,..,95.3000030517578,..,..,..,96.2821197509766,..,..
"Venezuela, RB",VEN,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,95.4390335083008,..,..,..,..,..,..,..,..,..,..,97.1993408203125,..,..,..,..,..,98.3987808227539,..,98.5333023071289,..,97.5591583251953,..,..,..,99.0076293945313,98.7595062255859,..,..,..,..
Vietnam,VNM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,94.5296401977539,94.8365097045898,..,..,..,..,..,..,..,..,97.091667175293,..,..,..,..,..,..,..,..,..,98.6254577636719,..
Virgin Islands (U.S.),VIR,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,..,..,..,97.0465698242188,..,..,..,..,..,..,98.952278137207,..,99.0922927856445,99.0675888061523,99.1578521728516,99.2302093505859,99.2198333740234,99.3082962036133,99.2867202758789,99.348258972168,99.3655319213867,99.3415374755859,99.3774871826172,99.311767578125,99.3362503051758,99.3343963623047,99.2323532104492
"Yemen, Rep.",YEM,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,..,..,60.2221412658691,..,..,..,..,..,..,..,..,..,77,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Zambia,ZMB,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,66.3811569213867,..,..,..,..,..,..,..,..,69.4572219848633,..,..,69.0888137817383,..,..,..,..,64.0496368408203,..,..,88.7145614624023,..,..,..,..,..,..,..,92.0915679931641,..,..
Zimbabwe,ZWE,"Literacy rate, youth total (% of people ages 15-24)",SE.ADT.1524.LT.ZS,..,..,95.4113616943359,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.9307022094727,..,..,90.4281234741211,..,..,..,..,..,..
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: Sustainable Development Goals (SDGs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 07/22/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
